index,R,left_image_path,right_image_path
55,10.16,00000-00999/00055L_(10.16).png,00000-00999/00055R_(10.16).png
56,30.228,00000-00999/00056L_(30.228).png,00000-00999/00056R_(30.228).png
57,15.12,00000-00999/00057L_(15.12).png,00000-00999/00057R_(15.12).png
58,24.265,00000-00999/00058L_(24.265).png,00000-00999/00058R_(24.265).png
59,44.697,00000-00999/00059L_(44.697).png,00000-00999/00059R_(44.697).png
60,7.7802,00000-00999/00060L_(7.7802).png,00000-00999/00060R_(7.7802).png
61,31.983,00000-00999/00061L_(31.983).png,00000-00999/00061R_(31.983).png
62,21.693,00000-00999/00062L_(21.693).png,00000-00999/00062R_(21.693).png
63,11.185,00000-00999/00063L_(11.185).png,00000-00999/00063R_(11.185).png
64,3.0267,00000-00999/00064L_(3.0267).png,00000-00999/00064R_(3.0267).png
65,38.588,00000-00999/00065L_(38.588).png,00000-00999/00065R_(38.588).png
66,15.983,00000-00999/00066L_(15.983).png,00000-00999/00066R_(15.983).png
67,25.787,00000-00999/00067L_(25.787).png,00000-00999/00067R_(25.787).png
68,6.9577,00000-00999/00068L_(6.9577).png,00000-00999/00068R_(6.9577).png
69,33.706,00000-00999/00069L_(33.706).png,00000-00999/00069R_(33.706).png
70,2.2581,00000-00999/00070L_(2.2581).png,00000-00999/00070R_(2.2581).png
71,34.33,00000-00999/00071L_(34.33).png,00000-00999/00071R_(34.33).png
72,28.505,00000-00999/00072L_(28.505).png,00000-00999/00072R_(28.505).png
73,5.2531,00000-00999/00073L_(5.2531).png,00000-00999/00073R_(5.2531).png
74,26.368,00000-00999/00074L_(26.368).png,00000-00999/00074R_(26.368).png
75,4.5407,00000-00999/00075L_(4.5407).png,00000-00999/00075R_(4.5407).png
76,20.133,00000-00999/00076L_(20.133).png,00000-00999/00076R_(20.133).png
77,38.747,00000-00999/00077L_(38.747).png,00000-00999/00077R_(38.747).png
78,31.165,00000-00999/00078L_(31.165).png,00000-00999/00078R_(31.165).png
79,14.394,00000-00999/00079L_(14.394).png,00000-00999/00079R_(14.394).png
80,26.26,00000-00999/00080L_(26.26).png,00000-00999/00080R_(26.26).png
81,7.6697,00000-00999/00081L_(7.6697).png,00000-00999/00081R_(7.6697).png
82,6.4457,00000-00999/00082L_(6.4457).png,00000-00999/00082R_(6.4457).png
83,38.915,00000-00999/00083L_(38.915).png,00000-00999/00083R_(38.915).png
84,33.035,00000-00999/00084L_(33.035).png,00000-00999/00084R_(33.035).png
85,19.095,00000-00999/00085L_(19.095).png,00000-00999/00085R_(19.095).png
86,20.559,00000-00999/00086L_(20.559).png,00000-00999/00086R_(20.559).png
87,27.527,00000-00999/00087L_(27.527).png,00000-00999/00087R_(27.527).png
88,8.9512,00000-00999/00088L_(8.9512).png,00000-00999/00088R_(8.9512).png
89,40.266,00000-00999/00089L_(40.266).png,00000-00999/00089R_(40.266).png
90,11.191,00000-00999/00090L_(11.191).png,00000-00999/00090R_(11.191).png
91,20.766,00000-00999/00091L_(20.766).png,00000-00999/00091R_(20.766).png
92,17.492,00000-00999/00092L_(17.492).png,00000-00999/00092R_(17.492).png
93,40.515,00000-00999/00093L_(40.515).png,00000-00999/00093R_(40.515).png
94,23.007,00000-00999/00094L_(23.007).png,00000-00999/00094R_(23.007).png
95,37.584,00000-00999/00095L_(37.584).png,00000-00999/00095R_(37.584).png
96,31.88,00000-00999/00096L_(31.88).png,00000-00999/00096R_(31.88).png
97,20.987,00000-00999/00097L_(20.987).png,00000-00999/00097R_(20.987).png
98,42.545,00000-00999/00098L_(42.545).png,00000-00999/00098R_(42.545).png
99,15.953,00000-00999/00099L_(15.953).png,00000-00999/00099R_(15.953).png
100,41.731,00000-00999/00100L_(41.731).png,00000-00999/00100R_(41.731).png
101,30.008,00000-00999/00101L_(30.008).png,00000-00999/00101R_(30.008).png
102,11.811,00000-00999/00102L_(11.811).png,00000-00999/00102R_(11.811).png
103,17.876,00000-00999/00103L_(17.876).png,00000-00999/00103R_(17.876).png
104,31.399,00000-00999/00104L_(31.399).png,00000-00999/00104R_(31.399).png
105,43.024,00000-00999/00105L_(43.024).png,00000-00999/00105R_(43.024).png
106,17.717,00000-00999/00106L_(17.717).png,00000-00999/00106R_(17.717).png
107,23.37,00000-00999/00107L_(23.37).png,00000-00999/00107R_(23.37).png
108,26.351,00000-00999/00108L_(26.351).png,00000-00999/00108R_(26.351).png
109,29.796,00000-00999/00109L_(29.796).png,00000-00999/00109R_(29.796).png
110,47.647,00000-00999/00110L_(47.647).png,00000-00999/00110R_(47.647).png
111,17.829,00000-00999/00111L_(17.829).png,00000-00999/00111R_(17.829).png
112,38.648,00000-00999/00112L_(38.648).png,00000-00999/00112R_(38.648).png
113,39.298,00000-00999/00113L_(39.298).png,00000-00999/00113R_(39.298).png
114,37.338,00000-00999/00114L_(37.338).png,00000-00999/00114R_(37.338).png
115,36.469,00000-00999/00115L_(36.469).png,00000-00999/00115R_(36.469).png
116,20.066,00000-00999/00116L_(20.066).png,00000-00999/00116R_(20.066).png
117,8.0017,00000-00999/00117L_(8.0017).png,00000-00999/00117R_(8.0017).png
118,24.964,00000-00999/00118L_(24.964).png,00000-00999/00118R_(24.964).png
119,16.53,00000-00999/00119L_(16.53).png,00000-00999/00119R_(16.53).png
120,31.638,00000-00999/00120L_(31.638).png,00000-00999/00120R_(31.638).png
121,14.865,00000-00999/00121L_(14.865).png,00000-00999/00121R_(14.865).png
122,44.157,00000-00999/00122L_(44.157).png,00000-00999/00122R_(44.157).png
123,22.6,00000-00999/00123L_(22.6).png,00000-00999/00123R_(22.6).png
124,15.746,00000-00999/00124L_(15.746).png,00000-00999/00124R_(15.746).png
125,31.959,00000-00999/00125L_(31.959).png,00000-00999/00125R_(31.959).png
126,6.4949,00000-00999/00126L_(6.4949).png,00000-00999/00126R_(6.4949).png
127,27.902,00000-00999/00127L_(27.902).png,00000-00999/00127R_(27.902).png
128,46.25,00000-00999/00128L_(46.25).png,00000-00999/00128R_(46.25).png
129,25.262,00000-00999/00129L_(25.262).png,00000-00999/00129R_(25.262).png
130,4.6716,00000-00999/00130L_(4.6716).png,00000-00999/00130R_(4.6716).png
131,34.45,00000-00999/00131L_(34.45).png,00000-00999/00131R_(34.45).png
132,46.687,00000-00999/00132L_(46.687).png,00000-00999/00132R_(46.687).png
133,45.724,00000-00999/00133L_(45.724).png,00000-00999/00133R_(45.724).png
134,28.209,00000-00999/00134L_(28.209).png,00000-00999/00134R_(28.209).png
135,24.767,00000-00999/00135L_(24.767).png,00000-00999/00135R_(24.767).png
136,26.458,00000-00999/00136L_(26.458).png,00000-00999/00136R_(26.458).png
137,38.706,00000-00999/00137L_(38.706).png,00000-00999/00137R_(38.706).png
138,4.5886,00000-00999/00138L_(4.5886).png,00000-00999/00138R_(4.5886).png
139,31.956,00000-00999/00139L_(31.956).png,00000-00999/00139R_(31.956).png
140,13.678,00000-00999/00140L_(13.678).png,00000-00999/00140R_(13.678).png
141,9.7007,00000-00999/00141L_(9.7007).png,00000-00999/00141R_(9.7007).png
142,45.651,00000-00999/00142L_(45.651).png,00000-00999/00142R_(45.651).png
143,13.568,00000-00999/00143L_(13.568).png,00000-00999/00143R_(13.568).png
144,5.1814,00000-00999/00144L_(5.1814).png,00000-00999/00144R_(5.1814).png
145,5.0036,00000-00999/00145L_(5.0036).png,00000-00999/00145R_(5.0036).png
146,42.96,00000-00999/00146L_(42.96).png,00000-00999/00146R_(42.96).png
147,31.215,00000-00999/00147L_(31.215).png,00000-00999/00147R_(31.215).png
148,26.922,00000-00999/00148L_(26.922).png,00000-00999/00148R_(26.922).png
149,18.273,00000-00999/00149L_(18.273).png,00000-00999/00149R_(18.273).png
150,7.2203,00000-00999/00150L_(7.2203).png,00000-00999/00150R_(7.2203).png
151,39.834,00000-00999/00151L_(39.834).png,00000-00999/00151R_(39.834).png
152,28.836,00000-00999/00152L_(28.836).png,00000-00999/00152R_(28.836).png
153,45.789,00000-00999/00153L_(45.789).png,00000-00999/00153R_(45.789).png
154,41.983,00000-00999/00154L_(41.983).png,00000-00999/00154R_(41.983).png
155,24.077,00000-00999/00155L_(24.077).png,00000-00999/00155R_(24.077).png
156,28.17,00000-00999/00156L_(28.17).png,00000-00999/00156R_(28.17).png
157,28.352,00000-00999/00157L_(28.352).png,00000-00999/00157R_(28.352).png
158,33.114,00000-00999/00158L_(33.114).png,00000-00999/00158R_(33.114).png
159,26.755,00000-00999/00159L_(26.755).png,00000-00999/00159R_(26.755).png
160,38.519,00000-00999/00160L_(38.519).png,00000-00999/00160R_(38.519).png
161,3.9735,00000-00999/00161L_(3.9735).png,00000-00999/00161R_(3.9735).png
162,17.801,00000-00999/00162L_(17.801).png,00000-00999/00162R_(17.801).png
163,42.427,00000-00999/00163L_(42.427).png,00000-00999/00163R_(42.427).png
164,9.9403,00000-00999/00164L_(9.9403).png,00000-00999/00164R_(9.9403).png
165,33.908,00000-00999/00165L_(33.908).png,00000-00999/00165R_(33.908).png
166,28.714,00000-00999/00166L_(28.714).png,00000-00999/00166R_(28.714).png
167,41.304,00000-00999/00167L_(41.304).png,00000-00999/00167R_(41.304).png
168,7.9711,00000-00999/00168L_(7.9711).png,00000-00999/00168R_(7.9711).png
169,39.145,00000-00999/00169L_(39.145).png,00000-00999/00169R_(39.145).png
170,18.029,00000-00999/00170L_(18.029).png,00000-00999/00170R_(18.029).png
171,12.229,00000-00999/00171L_(12.229).png,00000-00999/00171R_(12.229).png
172,38.111,00000-00999/00172L_(38.111).png,00000-00999/00172R_(38.111).png
173,9.8392,00000-00999/00173L_(9.8392).png,00000-00999/00173R_(9.8392).png
174,12.587,00000-00999/00174L_(12.587).png,00000-00999/00174R_(12.587).png
175,16.623,00000-00999/00175L_(16.623).png,00000-00999/00175R_(16.623).png
176,22.85,00000-00999/00176L_(22.85).png,00000-00999/00176R_(22.85).png
177,26.377,00000-00999/00177L_(26.377).png,00000-00999/00177R_(26.377).png
178,11.477,00000-00999/00178L_(11.477).png,00000-00999/00178R_(11.477).png
179,18.9,00000-00999/00179L_(18.9).png,00000-00999/00179R_(18.9).png
180,30.985,00000-00999/00180L_(30.985).png,00000-00999/00180R_(30.985).png
181,35.978,00000-00999/00181L_(35.978).png,00000-00999/00181R_(35.978).png
182,42.223,00000-00999/00182L_(42.223).png,00000-00999/00182R_(42.223).png
183,20.043,00000-00999/00183L_(20.043).png,00000-00999/00183R_(20.043).png
184,43.262,00000-00999/00184L_(43.262).png,00000-00999/00184R_(43.262).png
185,28.694,00000-00999/00185L_(28.694).png,00000-00999/00185R_(28.694).png
186,10.138,00000-00999/00186L_(10.138).png,00000-00999/00186R_(10.138).png
187,4.227,00000-00999/00187L_(4.227).png,00000-00999/00187R_(4.227).png
188,21.948,00000-00999/00188L_(21.948).png,00000-00999/00188R_(21.948).png
189,17.066,00000-00999/00189L_(17.066).png,00000-00999/00189R_(17.066).png
190,14.034,00000-00999/00190L_(14.034).png,00000-00999/00190R_(14.034).png
191,18.868,00000-00999/00191L_(18.868).png,00000-00999/00191R_(18.868).png
192,42.716,00000-00999/00192L_(42.716).png,00000-00999/00192R_(42.716).png
193,39.314,00000-00999/00193L_(39.314).png,00000-00999/00193R_(39.314).png
194,45.569,00000-00999/00194L_(45.569).png,00000-00999/00194R_(45.569).png
195,11.196,00000-00999/00195L_(11.196).png,00000-00999/00195R_(11.196).png
196,21.311,00000-00999/00196L_(21.311).png,00000-00999/00196R_(21.311).png
197,33.049,00000-00999/00197L_(33.049).png,00000-00999/00197R_(33.049).png
198,25.743,00000-00999/00198L_(25.743).png,00000-00999/00198R_(25.743).png
199,1.6925,00000-00999/00199L_(1.6925).png,00000-00999/00199R_(1.6925).png
200,30.782,00000-00999/00200L_(30.782).png,00000-00999/00200R_(30.782).png
201,22.233,00000-00999/00201L_(22.233).png,00000-00999/00201R_(22.233).png
202,48.248,00000-00999/00202L_(48.248).png,00000-00999/00202R_(48.248).png
203,29.808,00000-00999/00203L_(29.808).png,00000-00999/00203R_(29.808).png
204,23.024,00000-00999/00204L_(23.024).png,00000-00999/00204R_(23.024).png
205,33.007,00000-00999/00205L_(33.007).png,00000-00999/00205R_(33.007).png
206,30.665,00000-00999/00206L_(30.665).png,00000-00999/00206R_(30.665).png
207,38.41,00000-00999/00207L_(38.41).png,00000-00999/00207R_(38.41).png
208,39.426,00000-00999/00208L_(39.426).png,00000-00999/00208R_(39.426).png
209,31.584,00000-00999/00209L_(31.584).png,00000-00999/00209R_(31.584).png
210,10.934,00000-00999/00210L_(10.934).png,00000-00999/00210R_(10.934).png
211,21.252,00000-00999/00211L_(21.252).png,00000-00999/00211R_(21.252).png
212,24.142,00000-00999/00212L_(24.142).png,00000-00999/00212R_(24.142).png
213,13.991,00000-00999/00213L_(13.991).png,00000-00999/00213R_(13.991).png
214,37.657,00000-00999/00214L_(37.657).png,00000-00999/00214R_(37.657).png
215,6.0813,00000-00999/00215L_(6.0813).png,00000-00999/00215R_(6.0813).png
216,46.616,00000-00999/00216L_(46.616).png,00000-00999/00216R_(46.616).png
217,39.618,00000-00999/00217L_(39.618).png,00000-00999/00217R_(39.618).png
218,18.7,00000-00999/00218L_(18.7).png,00000-00999/00218R_(18.7).png
219,34.354,00000-00999/00219L_(34.354).png,00000-00999/00219R_(34.354).png
220,19.129,00000-00999/00220L_(19.129).png,00000-00999/00220R_(19.129).png
221,38.218,00000-00999/00221L_(38.218).png,00000-00999/00221R_(38.218).png
222,45.75,00000-00999/00222L_(45.75).png,00000-00999/00222R_(45.75).png
223,43.516,00000-00999/00223L_(43.516).png,00000-00999/00223R_(43.516).png
224,9.8672,00000-00999/00224L_(9.8672).png,00000-00999/00224R_(9.8672).png
225,41.936,00000-00999/00225L_(41.936).png,00000-00999/00225R_(41.936).png
226,45.838,00000-00999/00226L_(45.838).png,00000-00999/00226R_(45.838).png
227,28.418,00000-00999/00227L_(28.418).png,00000-00999/00227R_(28.418).png
228,20.636,00000-00999/00228L_(20.636).png,00000-00999/00228R_(20.636).png
229,11.124,00000-00999/00229L_(11.124).png,00000-00999/00229R_(11.124).png
230,13.489,00000-00999/00230L_(13.489).png,00000-00999/00230R_(13.489).png
231,38.136,00000-00999/00231L_(38.136).png,00000-00999/00231R_(38.136).png
232,29.234,00000-00999/00232L_(29.234).png,00000-00999/00232R_(29.234).png
233,26.69,00000-00999/00233L_(26.69).png,00000-00999/00233R_(26.69).png
234,31.002,00000-00999/00234L_(31.002).png,00000-00999/00234R_(31.002).png
235,30.111,00000-00999/00235L_(30.111).png,00000-00999/00235R_(30.111).png
236,25.846,00000-00999/00236L_(25.846).png,00000-00999/00236R_(25.846).png
237,10.762,00000-00999/00237L_(10.762).png,00000-00999/00237R_(10.762).png
238,44.263,00000-00999/00238L_(44.263).png,00000-00999/00238R_(44.263).png
239,8.3617,00000-00999/00239L_(8.3617).png,00000-00999/00239R_(8.3617).png
240,7.8645,00000-00999/00240L_(7.8645).png,00000-00999/00240R_(7.8645).png
241,36.357,00000-00999/00241L_(36.357).png,00000-00999/00241R_(36.357).png
242,4.9045,00000-00999/00242L_(4.9045).png,00000-00999/00242R_(4.9045).png
243,38.238,00000-00999/00243L_(38.238).png,00000-00999/00243R_(38.238).png
244,18.675,00000-00999/00244L_(18.675).png,00000-00999/00244R_(18.675).png
245,12.671,00000-00999/00245L_(12.671).png,00000-00999/00245R_(12.671).png
246,41.041,00000-00999/00246L_(41.041).png,00000-00999/00246R_(41.041).png
247,4.0478,00000-00999/00247L_(4.0478).png,00000-00999/00247R_(4.0478).png
248,34.339,00000-00999/00248L_(34.339).png,00000-00999/00248R_(34.339).png
249,43.824,00000-00999/00249L_(43.824).png,00000-00999/00249R_(43.824).png
250,24.774,00000-00999/00250L_(24.774).png,00000-00999/00250R_(24.774).png
251,26.192,00000-00999/00251L_(26.192).png,00000-00999/00251R_(26.192).png
252,12.958,00000-00999/00252L_(12.958).png,00000-00999/00252R_(12.958).png
253,27.87,00000-00999/00253L_(27.87).png,00000-00999/00253R_(27.87).png
254,11.956,00000-00999/00254L_(11.956).png,00000-00999/00254R_(11.956).png
255,34.243,00000-00999/00255L_(34.243).png,00000-00999/00255R_(34.243).png
256,43.387,00000-00999/00256L_(43.387).png,00000-00999/00256R_(43.387).png
257,27.96,00000-00999/00257L_(27.96).png,00000-00999/00257R_(27.96).png
258,24.524,00000-00999/00258L_(24.524).png,00000-00999/00258R_(24.524).png
259,38.455,00000-00999/00259L_(38.455).png,00000-00999/00259R_(38.455).png
260,11.948,00000-00999/00260L_(11.948).png,00000-00999/00260R_(11.948).png
261,36.741,00000-00999/00261L_(36.741).png,00000-00999/00261R_(36.741).png
262,11.367,00000-00999/00262L_(11.367).png,00000-00999/00262R_(11.367).png
263,33.561,00000-00999/00263L_(33.561).png,00000-00999/00263R_(33.561).png
264,22.909,00000-00999/00264L_(22.909).png,00000-00999/00264R_(22.909).png
265,13.677,00000-00999/00265L_(13.677).png,00000-00999/00265R_(13.677).png
266,33.932,00000-00999/00266L_(33.932).png,00000-00999/00266R_(33.932).png
267,2.069,00000-00999/00267L_(2.069).png,00000-00999/00267R_(2.069).png
268,33.572,00000-00999/00268L_(33.572).png,00000-00999/00268R_(33.572).png
269,12.652,00000-00999/00269L_(12.652).png,00000-00999/00269R_(12.652).png
270,46.282,00000-00999/00270L_(46.282).png,00000-00999/00270R_(46.282).png
271,37.805,00000-00999/00271L_(37.805).png,00000-00999/00271R_(37.805).png
272,19.695,00000-00999/00272L_(19.695).png,00000-00999/00272R_(19.695).png
273,17.165,00000-00999/00273L_(17.165).png,00000-00999/00273R_(17.165).png
274,25.189,00000-00999/00274L_(25.189).png,00000-00999/00274R_(25.189).png
275,26.449,00000-00999/00275L_(26.449).png,00000-00999/00275R_(26.449).png
276,46.124,00000-00999/00276L_(46.124).png,00000-00999/00276R_(46.124).png
277,13.73,00000-00999/00277L_(13.73).png,00000-00999/00277R_(13.73).png
278,26.067,00000-00999/00278L_(26.067).png,00000-00999/00278R_(26.067).png
279,20.17,00000-00999/00279L_(20.17).png,00000-00999/00279R_(20.17).png
280,16.198,00000-00999/00280L_(16.198).png,00000-00999/00280R_(16.198).png
281,10.917,00000-00999/00281L_(10.917).png,00000-00999/00281R_(10.917).png
282,13.622,00000-00999/00282L_(13.622).png,00000-00999/00282R_(13.622).png
283,10.521,00000-00999/00283L_(10.521).png,00000-00999/00283R_(10.521).png
284,45.687,00000-00999/00284L_(45.687).png,00000-00999/00284R_(45.687).png
285,43.976,00000-00999/00285L_(43.976).png,00000-00999/00285R_(43.976).png
286,17.631,00000-00999/00286L_(17.631).png,00000-00999/00286R_(17.631).png
287,38.348,00000-00999/00287L_(38.348).png,00000-00999/00287R_(38.348).png
288,35.474,00000-00999/00288L_(35.474).png,00000-00999/00288R_(35.474).png
289,11.532,00000-00999/00289L_(11.532).png,00000-00999/00289R_(11.532).png
290,21.732,00000-00999/00290L_(21.732).png,00000-00999/00290R_(21.732).png
291,26.683,00000-00999/00291L_(26.683).png,00000-00999/00291R_(26.683).png
292,41.887,00000-00999/00292L_(41.887).png,00000-00999/00292R_(41.887).png
293,5.9185,00000-00999/00293L_(5.9185).png,00000-00999/00293R_(5.9185).png
294,30.632,00000-00999/00294L_(30.632).png,00000-00999/00294R_(30.632).png
295,30.458,00000-00999/00295L_(30.458).png,00000-00999/00295R_(30.458).png
296,42.584,00000-00999/00296L_(42.584).png,00000-00999/00296R_(42.584).png
297,27.381,00000-00999/00297L_(27.381).png,00000-00999/00297R_(27.381).png
298,24.737,00000-00999/00298L_(24.737).png,00000-00999/00298R_(24.737).png
299,24.667,00000-00999/00299L_(24.667).png,00000-00999/00299R_(24.667).png
300,35.562,00000-00999/00300L_(35.562).png,00000-00999/00300R_(35.562).png
301,18.151,00000-00999/00301L_(18.151).png,00000-00999/00301R_(18.151).png
302,31.346,00000-00999/00302L_(31.346).png,00000-00999/00302R_(31.346).png
303,40.312,00000-00999/00303L_(40.312).png,00000-00999/00303R_(40.312).png
304,41.444,00000-00999/00304L_(41.444).png,00000-00999/00304R_(41.444).png
305,29.305,00000-00999/00305L_(29.305).png,00000-00999/00305R_(29.305).png
306,40.705,00000-00999/00306L_(40.705).png,00000-00999/00306R_(40.705).png
307,24.79,00000-00999/00307L_(24.79).png,00000-00999/00307R_(24.79).png
308,41.224,00000-00999/00308L_(41.224).png,00000-00999/00308R_(41.224).png
309,27.722,00000-00999/00309L_(27.722).png,00000-00999/00309R_(27.722).png
310,35.137,00000-00999/00310L_(35.137).png,00000-00999/00310R_(35.137).png
311,41.754,00000-00999/00311L_(41.754).png,00000-00999/00311R_(41.754).png
312,31.863,00000-00999/00312L_(31.863).png,00000-00999/00312R_(31.863).png
313,2.9169,00000-00999/00313L_(2.9169).png,00000-00999/00313R_(2.9169).png
314,30.675,00000-00999/00314L_(30.675).png,00000-00999/00314R_(30.675).png
315,43.385,00000-00999/00315L_(43.385).png,00000-00999/00315R_(43.385).png
316,2.1116,00000-00999/00316L_(2.1116).png,00000-00999/00316R_(2.1116).png
317,31.75,00000-00999/00317L_(31.75).png,00000-00999/00317R_(31.75).png
318,40.349,00000-00999/00318L_(40.349).png,00000-00999/00318R_(40.349).png
319,21.631,00000-00999/00319L_(21.631).png,00000-00999/00319R_(21.631).png
320,38.705,00000-00999/00320L_(38.705).png,00000-00999/00320R_(38.705).png
321,46.624,00000-00999/00321L_(46.624).png,00000-00999/00321R_(46.624).png
322,4.9244,00000-00999/00322L_(4.9244).png,00000-00999/00322R_(4.9244).png
323,2.8967,00000-00999/00323L_(2.8967).png,00000-00999/00323R_(2.8967).png
324,16.957,00000-00999/00324L_(16.957).png,00000-00999/00324R_(16.957).png
325,28.046,00000-00999/00325L_(28.046).png,00000-00999/00325R_(28.046).png
326,27.466,00000-00999/00326L_(27.466).png,00000-00999/00326R_(27.466).png
327,29.222,00000-00999/00327L_(29.222).png,00000-00999/00327R_(29.222).png
328,43.443,00000-00999/00328L_(43.443).png,00000-00999/00328R_(43.443).png
329,9.1035,00000-00999/00329L_(9.1035).png,00000-00999/00329R_(9.1035).png
330,11.364,00000-00999/00330L_(11.364).png,00000-00999/00330R_(11.364).png
331,44.294,00000-00999/00331L_(44.294).png,00000-00999/00331R_(44.294).png
332,16.737,00000-00999/00332L_(16.737).png,00000-00999/00332R_(16.737).png
333,41.49,00000-00999/00333L_(41.49).png,00000-00999/00333R_(41.49).png
334,23.829,00000-00999/00334L_(23.829).png,00000-00999/00334R_(23.829).png
335,44.558,00000-00999/00335L_(44.558).png,00000-00999/00335R_(44.558).png
336,45.473,00000-00999/00336L_(45.473).png,00000-00999/00336R_(45.473).png
337,36.734,00000-00999/00337L_(36.734).png,00000-00999/00337R_(36.734).png
338,32.743,00000-00999/00338L_(32.743).png,00000-00999/00338R_(32.743).png
339,0.77691,00000-00999/00339L_(0.77691).png,00000-00999/00339R_(0.77691).png
340,40.363,00000-00999/00340L_(40.363).png,00000-00999/00340R_(40.363).png
341,35.708,00000-00999/00341L_(35.708).png,00000-00999/00341R_(35.708).png
342,20.471,00000-00999/00342L_(20.471).png,00000-00999/00342R_(20.471).png
343,7.3226,00000-00999/00343L_(7.3226).png,00000-00999/00343R_(7.3226).png
344,33.742,00000-00999/00344L_(33.742).png,00000-00999/00344R_(33.742).png
